File Version,Hardware Type,Model,Data Logger Name,Serial Number,Sample Rate,Total Alarms
1,3,EL-SIE-2+,UM_WG,24de6b085df773dd,600,2,

Channel Number,Channel Name,Channel Type
1,Temperature,1
2,Humidity,2
3,Dew Point,4

Channel Number,Channel Name,Alarm Type,High Threshold,Low Threshold,Delay,Hold
1,Temperature,High Alarm,70.00,,0,0
1,Temperature,Low Alarm,,64.00,0,0

Reading,Date / Time (UTC),Channel 1 (°F),Channel 2 (%RH),Channel 3 (°F),
455,2022/06/13 19:45:36,72.04,36.4,43.91,
456,2022/06/13 19:55:36,72.01,36.4,43.89,
457,2022/06/13 20:05:36,71.96,36.3,43.77,
458,2022/06/13 20:15:36,72.06,36.4,43.94,
459,2022/06/13 20:25:36,72.16,36.4,44.02,
460,2022/06/13 20:35:36,72.31,36.3,44.07,
461,2022/06/13 20:45:36,72.27,36.3,44.04,
462,2022/06/13 20:55:36,72.14,36.4,44.00,
463,2022/06/13 21:05:36,71.96,36.4,43.84,
464,2022/06/13 21:15:36,71.86,36.5,43.82,
465,2022/06/13 21:25:36,71.81,36.5,43.79,
466,2022/06/13 21:35:36,71.83,36.6,43.87,
467,2022/06/13 21:45:36,71.78,36.7,43.90,
468,2022/06/13 21:55:36,71.76,36.8,43.95,
469,2022/06/13 22:05:36,71.78,36.8,43.97,
470,2022/06/13 22:15:36,71.52,36.7,43.67,
471,2022/06/13 22:25:36,71.35,36.7,43.52,
472,2022/06/13 22:35:36,71.17,36.7,43.36,
473,2022/06/13 22:45:36,71.02,36.6,43.16,
474,2022/06/13 22:55:36,70.84,36.6,43.00,
475,2022/06/13 23:05:36,70.68,36.7,42.93,
476,2022/06/13 23:15:36,70.58,36.6,42.76,
477,2022/06/13 23:25:36,70.71,36.6,42.89,
478,2022/06/13 23:35:36,70.87,36.5,42.94,
479,2022/06/13 23:45:36,71.04,36.4,43.03,
480,2022/06/13 23:55:36,71.25,36.3,43.15,
481,2022/06/14 00:05:36,71.35,36.2,43.16,
482,2022/06/14 00:15:36,71.39,36.1,43.12,
483,2022/06/14 00:25:36,71.45,36.0,43.11,
484,2022/06/14 00:35:36,71.50,36.0,43.14,
485,2022/06/14 00:45:36,71.60,35.9,43.16,
486,2022/06/14 00:55:36,71.52,35.9,43.10,
487,2022/06/14 01:05:36,71.57,35.8,43.06,
488,2022/06/14 01:15:36,71.60,35.8,43.09,
489,2022/06/14 01:25:36,71.55,35.7,42.97,
490,2022/06/14 01:35:36,71.32,35.7,42.76,
491,2022/06/14 01:45:36,71.07,35.8,42.63,
492,2022/06/14 01:55:36,70.84,35.9,42.49,
493,2022/06/14 02:05:36,70.71,35.9,42.38,
494,2022/06/14 02:15:36,70.53,36.0,42.30,
495,2022/06/14 02:25:36,70.35,36.1,42.21,
496,2022/06/14 02:35:36,70.30,36.1,42.16,
497,2022/06/14 02:45:36,70.43,36.1,42.27,
498,2022/06/14 02:55:36,70.61,36.0,42.36,
499,2022/06/14 03:05:36,70.76,35.9,42.41,
500,2022/06/14 03:15:36,70.91,35.8,42.48,
501,2022/06/14 03:25:36,71.02,35.7,42.51,
502,2022/06/14 03:35:36,71.07,35.7,42.56,
503,2022/06/14 03:45:36,71.12,35.6,42.52,
504,2022/06/14 03:55:36,71.22,35.5,42.54,
505,2022/06/14 04:05:36,71.32,35.5,42.62,
506,2022/06/14 04:15:36,71.27,35.4,42.51,
507,2022/06/14 04:25:36,71.12,35.4,42.37,
508,2022/06/14 04:35:36,70.89,35.5,42.25,
509,2022/06/14 04:45:36,70.73,35.6,42.18,
510,2022/06/14 04:55:36,70.61,35.6,42.07,
511,2022/06/14 05:05:36,70.51,35.6,41.97,
512,2022/06/14 05:15:36,70.43,35.7,41.98,
513,2022/06/14 05:25:36,70.40,35.7,41.95,
514,2022/06/14 05:35:36,70.33,35.8,41.96,
515,2022/06/14 05:45:36,70.35,35.8,41.99,
516,2022/06/14 05:55:36,70.28,35.8,41.93,
517,2022/06/14 06:05:36,70.23,35.9,41.95,
518,2022/06/14 06:15:36,70.23,35.9,41.95,
519,2022/06/14 06:25:36,70.23,35.9,41.95,
520,2022/06/14 06:35:36,70.18,35.9,41.91,
521,2022/06/14 06:45:36,70.20,36.0,41.99,
522,2022/06/14 06:55:36,70.23,35.9,41.95,
523,2022/06/14 07:05:36,70.15,35.9,41.87,
524,2022/06/14 07:15:36,70.18,36.0,41.98,
525,2022/06/14 07:25:36,70.13,36.0,41.93,
526,2022/06/14 07:35:36,70.18,36.0,41.98,
527,2022/06/14 07:45:36,70.13,36.0,41.93,
528,2022/06/14 07:55:36,70.10,36.1,41.99,
529,2022/06/14 08:05:36,70.10,36.1,41.99,
530,2022/06/14 08:15:36,70.05,36.1,41.94,
531,2022/06/14 08:25:36,70.08,36.2,42.04,
532,2022/06/14 08:35:36,70.05,36.2,42.01,
533,2022/06/14 08:45:36,70.08,36.2,42.04,
534,2022/06/14 08:55:36,70.05,36.3,42.08,
535,2022/06/14 09:05:36,70.05,36.3,42.08,
536,2022/06/14 09:15:36,70.03,36.3,42.07,
537,2022/06/14 09:25:36,70.00,36.3,42.03,
538,2022/06/14 09:35:36,70.00,36.4,42.11,
539,2022/06/14 09:45:36,70.00,36.5,42.18,
540,2022/06/14 09:55:36,69.95,36.5,42.13,
541,2022/06/14 10:05:36,69.95,36.5,42.13,
542,2022/06/14 10:15:36,69.90,36.6,42.17,
543,2022/06/14 10:25:36,69.95,36.6,42.20,
544,2022/06/14 10:35:36,69.87,36.7,42.21,
545,2022/06/14 10:45:36,69.87,36.7,42.21,
546,2022/06/14 10:55:36,69.87,36.7,42.21,
547,2022/06/14 11:05:36,69.90,36.7,42.24,
548,2022/06/14 11:15:36,70.05,36.7,42.37,
549,2022/06/14 11:25:36,70.23,36.6,42.45,
550,2022/06/14 11:35:36,70.38,36.6,42.58,
551,2022/06/14 11:45:36,70.48,36.6,42.68,
552,2022/06/14 11:55:36,70.58,36.5,42.69,
553,2022/06/14 12:05:36,70.71,36.5,42.81,
554,2022/06/14 12:15:36,70.73,36.5,42.83,
555,2022/06/14 12:25:36,70.78,36.4,42.79,
556,2022/06/14 12:35:36,70.81,36.4,42.82,
557,2022/06/14 12:45:36,70.87,36.3,42.80,
558,2022/06/14 12:55:36,70.89,36.4,42.90,
559,2022/06/14 13:05:36,70.87,36.4,42.87,
560,2022/06/14 13:15:36,70.87,36.4,42.87,
561,2022/06/14 13:25:36,70.87,36.4,42.87,
562,2022/06/14 13:35:36,70.94,36.4,42.94,
563,2022/06/14 13:45:36,70.94,36.4,42.94,
564,2022/06/14 13:55:36,71.02,36.4,43.01,
565,2022/06/14 14:05:36,71.15,36.3,43.05,
566,2022/06/14 14:15:36,71.04,36.3,42.96,
567,2022/06/14 14:25:36,71.02,36.3,42.94,
568,2022/06/14 14:35:36,71.12,36.3,43.02,
569,2022/06/14 14:45:36,71.22,36.4,43.19,
570,2022/06/14 14:55:36,71.29,36.3,43.18,
571,2022/06/14 15:05:36,71.32,36.3,43.20,
572,2022/06/14 15:15:36,71.35,36.3,43.23,
573,2022/06/14 15:25:36,71.39,36.3,43.26,
574,2022/06/14 15:35:36,71.42,36.3,43.29,
575,2022/06/14 15:45:36,71.50,36.3,43.36,
576,2022/06/14 15:55:36,71.50,36.4,43.43,
577,2022/06/14 16:05:36,71.78,36.3,43.61,
578,2022/06/14 16:15:36,72.09,36.2,43.81,
579,2022/06/14 16:25:36,72.37,36.1,43.99,
580,2022/06/14 16:35:36,72.59,36.3,44.33,
581,2022/06/14 16:45:36,72.75,36.2,44.40,
582,2022/06/14 16:55:36,72.85,36.0,44.33,
583,2022/06/14 17:05:36,72.85,35.9,44.26,
584,2022/06/14 17:15:36,72.90,35.9,44.31,
585,2022/06/14 17:25:36,72.90,35.8,44.24,
586,2022/06/14 17:35:36,72.70,35.8,44.06,
587,2022/06/14 17:45:36,72.47,35.9,43.93,
588,2022/06/14 17:55:36,72.29,36.0,43.84,
589,2022/06/14 18:05:36,72.11,35.9,43.61,
590,2022/06/14 18:15:36,71.93,36.0,43.52,
591,2022/06/14 18:25:36,71.76,36.1,43.45,
592,2022/06/14 18:35:36,71.60,36.1,43.31,
593,2022/06/14 18:45:36,71.52,36.2,43.32,
594,2022/06/14 18:55:36,71.45,36.2,43.25,
595,2022/06/14 19:05:36,71.39,36.2,43.19,
596,2022/06/14 19:15:36,71.29,36.2,43.11,
597,2022/06/14 19:25:36,71.19,36.3,43.09,
598,2022/06/14 19:35:36,71.17,36.3,43.07,
599,2022/06/14 19:45:36,71.25,36.2,43.08,
600,2022/06/14 19:55:36,71.47,36.1,43.20,
601,2022/06/14 20:05:36,71.67,36.0,43.30,
602,2022/06/14 20:15:36,71.78,35.9,43.32,
603,2022/06/14 20:25:36,71.88,35.8,43.35,
604,2022/06/14 20:35:36,71.96,35.8,43.41,
605,2022/06/14 20:45:36,71.99,35.7,43.37,
606,2022/06/14 20:55:36,72.09,35.6,43.37,
607,2022/06/14 21:05:36,72.11,35.6,43.39,
608,2022/06/14 21:15:36,72.14,35.5,43.35,
609,2022/06/14 21:25:36,71.99,35.5,43.22,
610,2022/06/14 21:35:36,71.78,35.6,43.10,
611,2022/06/14 21:45:36,71.60,35.6,42.94,
612,2022/06/14 21:55:36,71.47,35.6,42.83,
613,2022/06/14 22:05:36,71.25,35.7,42.72,
614,2022/06/14 22:15:36,71.07,35.8,42.63,
615,2022/06/14 22:25:36,70.89,35.8,42.47,
616,2022/06/14 22:35:36,70.81,35.9,42.46,
617,2022/06/14 22:45:36,70.61,36.0,42.36,
618,2022/06/14 22:55:36,70.51,36.0,42.26,
619,2022/06/14 23:05:36,70.43,36.1,42.27,
620,2022/06/14 23:15:36,70.53,36.1,42.37,
621,2022/06/14 23:25:36,70.73,36.0,42.47,
622,2022/06/14 23:35:36,70.89,35.9,42.54,
623,2022/06/14 23:45:36,71.09,35.9,42.72,
624,2022/06/14 23:55:36,71.19,35.7,42.65,
625,2022/06/15 00:05:36,71.25,35.7,42.72,
626,2022/06/15 00:15:36,71.35,35.6,42.72,
627,2022/06/15 00:25:36,71.42,35.6,42.79,
628,2022/06/15 00:35:36,71.47,35.6,42.83,
629,2022/06/15 00:45:36,71.50,35.5,42.77,
630,2022/06/15 00:55:36,71.47,35.5,42.76,
631,2022/06/15 01:05:36,71.42,35.4,42.64,
632,2022/06/15 01:15:36,71.29,35.5,42.60,
633,2022/06/15 01:25:36,71.04,35.6,42.45,
634,2022/06/15 01:35:36,70.78,35.6,42.21,
635,2022/06/15 01:45:36,70.66,35.7,42.19,
636,2022/06/15 01:55:36,70.46,35.7,42.02,
637,2022/06/15 02:05:36,70.35,35.8,41.99,
638,2022/06/15 02:15:36,70.28,35.8,41.93,
639,2022/06/15 02:25:36,70.23,35.8,41.88,
640,2022/06/15 02:35:36,70.20,35.8,41.85,
641,2022/06/15 02:45:36,70.13,35.9,41.86,
642,2022/06/15 02:55:36,70.18,35.9,41.91,
643,2022/06/15 03:05:36,70.40,35.8,42.02,
644,2022/06/15 03:15:36,70.58,35.7,42.11,
645,2022/06/15 03:25:36,70.71,35.6,42.16,
646,2022/06/15 03:35:36,70.81,35.6,42.24,
647,2022/06/15 03:45:36,70.91,35.5,42.27,
648,2022/06/15 03:55:36,70.91,35.4,42.19,
649,2022/06/15 04:05:36,70.94,35.4,42.21,
650,2022/06/15 04:15:36,70.91,35.4,42.19,
651,2022/06/15 04:25:36,70.97,35.4,42.24,
652,2022/06/15 04:35:36,70.99,35.4,42.26,
653,2022/06/15 04:45:36,70.94,35.3,42.14,
654,2022/06/15 04:55:36,70.91,35.3,42.12,
655,2022/06/15 05:05:36,70.91,35.3,42.12,
656,2022/06/15 05:15:36,70.87,35.3,42.07,
657,2022/06/15 05:25:36,70.89,35.3,42.10,
658,2022/06/15 05:35:36,70.78,35.3,41.99,
659,2022/06/15 05:45:36,70.81,35.3,42.02,
660,2022/06/15 05:55:36,70.78,35.4,42.07,
661,2022/06/15 06:05:36,70.78,35.4,42.07,
662,2022/06/15 06:15:36,70.87,35.3,42.07,
663,2022/06/15 06:25:36,70.87,35.4,42.14,
664,2022/06/15 06:35:36,70.89,35.4,42.18,
665,2022/06/15 06:45:36,70.87,35.3,42.07,
666,2022/06/15 06:55:36,70.87,35.4,42.14,
667,2022/06/15 07:05:36,70.81,35.4,42.10,
668,2022/06/15 07:15:36,70.81,35.4,42.10,
669,2022/06/15 07:25:36,70.87,35.4,42.14,
670,2022/06/15 07:35:36,70.78,35.4,42.07,
671,2022/06/15 07:45:36,70.84,35.4,42.13,
672,2022/06/15 07:55:36,70.81,35.4,42.10,
673,2022/06/15 08:05:36,70.81,35.4,42.10,
674,2022/06/15 08:15:36,70.81,35.4,42.10,
675,2022/06/15 08:25:36,70.76,35.5,42.12,
676,2022/06/15 08:35:36,70.76,35.5,42.12,
677,2022/06/15 08:45:36,70.71,35.5,42.09,
678,2022/06/15 08:55:36,70.66,35.5,42.04,
679,2022/06/15 09:05:36,70.66,35.6,42.12,
680,2022/06/15 09:15:36,70.66,35.6,42.12,
681,2022/06/15 09:25:36,70.66,35.6,42.12,
682,2022/06/15 09:35:36,70.68,35.6,42.13,
683,2022/06/15 09:45:36,70.66,35.7,42.19,
684,2022/06/15 09:55:36,70.66,35.6,42.12,
685,2022/06/15 10:05:36,70.63,35.7,42.16,
686,2022/06/15 10:15:36,70.63,35.6,42.09,
687,2022/06/15 10:25:36,70.56,35.7,42.09,
688,2022/06/15 10:35:36,70.58,35.7,42.11,
689,2022/06/15 10:45:36,70.53,35.7,42.08,
690,2022/06/15 10:55:36,70.53,35.7,42.08,
691,2022/06/15 11:05:36,70.56,35.7,42.09,
692,2022/06/15 11:15:36,70.51,35.8,42.12,
693,2022/06/15 11:25:36,70.48,35.9,42.18,
694,2022/06/15 11:35:36,70.46,35.8,42.09,
695,2022/06/15 11:45:36,70.53,35.9,42.22,
696,2022/06/15 11:55:36,70.51,35.9,42.19,
697,2022/06/15 12:05:36,70.46,36.0,42.23,
698,2022/06/15 12:15:36,70.38,36.0,42.15,
699,2022/06/15 12:25:36,70.40,36.0,42.17,
700,2022/06/15 12:35:36,70.38,36.1,42.23,
701,2022/06/15 12:45:36,70.43,36.1,42.27,
702,2022/06/15 12:55:36,70.43,36.1,42.27,
703,2022/06/15 13:05:36,70.46,36.1,42.30,
704,2022/06/15 13:15:36,70.35,36.2,42.28,
705,2022/06/15 13:25:36,70.38,36.2,42.30,
706,2022/06/15 13:35:36,70.38,36.3,42.37,
707,2022/06/15 13:45:36,70.43,36.4,42.49,
708,2022/06/15 13:55:36,70.46,36.4,42.52,
709,2022/06/15 14:05:36,70.61,36.4,42.65,
710,2022/06/15 14:15:36,70.71,36.5,42.81,
711,2022/06/15 14:25:36,70.97,36.5,43.04,
712,2022/06/15 14:35:36,71.25,36.5,43.29,
713,2022/06/15 14:45:36,71.45,36.4,43.40,
714,2022/06/15 14:55:36,71.70,36.4,43.62,
715,2022/06/15 15:05:36,71.86,36.3,43.68,
716,2022/06/15 15:15:36,72.11,36.2,43.83,
717,2022/06/15 15:25:36,72.24,36.0,43.81,
718,2022/06/15 15:35:36,72.37,35.9,43.85,
719,2022/06/15 15:45:36,72.47,35.9,43.93,
720,2022/06/15 15:55:36,72.52,35.8,43.90,
721,2022/06/15 16:05:36,72.59,35.7,43.89,
722,2022/06/15 16:15:36,72.59,35.6,43.82,
723,2022/06/15 16:25:36,72.59,35.5,43.75,
724,2022/06/15 16:35:36,72.59,35.5,43.75,
725,2022/06/15 16:45:36,72.54,35.5,43.70,
726,2022/06/15 16:55:36,72.49,35.4,43.58,
727,2022/06/15 17:05:36,72.52,35.5,43.68,
728,2022/06/15 17:15:36,72.37,35.4,43.48,
729,2022/06/15 17:25:36,72.37,35.5,43.55,
730,2022/06/15 17:35:36,72.31,35.4,43.42,
731,2022/06/15 17:45:36,72.29,35.4,43.40,
732,2022/06/15 17:55:36,72.27,35.4,43.39,
733,2022/06/15 18:05:36,72.16,35.4,43.29,
734,2022/06/15 18:15:36,71.96,35.5,43.19,
735,2022/06/15 18:25:36,71.70,35.6,43.04,
736,2022/06/15 18:35:36,71.42,35.7,42.86,
737,2022/06/15 18:45:36,71.22,35.8,42.76,
738,2022/06/15 18:55:36,71.02,35.9,42.65,
739,2022/06/15 19:05:36,70.89,36.0,42.61,
740,2022/06/15 19:15:36,70.71,36.1,42.53,
741,2022/06/15 19:25:36,70.76,36.2,42.63,
742,2022/06/15 19:35:36,70.78,36.2,42.65,
743,2022/06/15 19:45:36,70.91,36.2,42.77,
744,2022/06/15 19:55:36,71.02,36.1,42.80,
745,2022/06/15 20:05:36,71.04,36.1,42.81,
746,2022/06/15 20:15:36,71.25,36.0,42.93,
747,2022/06/15 20:25:36,71.27,36.0,42.95,
748,2022/06/15 20:35:36,71.37,35.9,42.96,
749,2022/06/15 20:45:36,71.39,35.9,42.97,
750,2022/06/15 20:55:36,71.42,35.9,43.00,
751,2022/06/15 21:05:36,71.42,35.8,42.93,
752,2022/06/15 21:15:36,71.32,35.9,42.91,
753,2022/06/15 21:25:36,71.12,35.8,42.66,
754,2022/06/15 21:35:36,70.84,35.9,42.49,
755,2022/06/15 21:45:36,70.76,36.0,42.49,
756,2022/06/15 21:55:36,70.58,36.1,42.40,
757,2022/06/15 22:05:36,70.46,36.2,42.38,
758,2022/06/15 22:15:36,70.40,36.2,42.31,
759,2022/06/15 22:25:36,70.28,36.2,42.22,
760,2022/06/15 22:35:36,70.20,36.3,42.21,
761,2022/06/15 22:45:36,70.38,36.3,42.37,
762,2022/06/15 22:55:36,70.51,36.3,42.48,
763,2022/06/15 23:05:36,70.73,36.2,42.62,
764,2022/06/15 23:15:36,70.89,36.1,42.69,
765,2022/06/15 23:25:36,70.99,36.1,42.77,
766,2022/06/15 23:35:36,71.07,36.0,42.77,
767,2022/06/15 23:45:36,71.19,36.0,42.87,
768,2022/06/15 23:55:36,71.22,35.9,42.83,
769,2022/06/16 00:05:36,71.27,35.9,42.88,
770,2022/06/16 00:15:36,71.32,35.9,42.91,
771,2022/06/16 00:25:36,71.12,35.8,42.66,
772,2022/06/16 00:35:36,70.99,35.9,42.62,
773,2022/06/16 00:45:36,70.81,35.9,42.46,
774,2022/06/16 00:55:36,70.66,36.0,42.41,
775,2022/06/16 01:05:36,70.56,36.0,42.31,
776,2022/06/16 01:15:36,70.46,36.1,42.30,
777,2022/06/16 01:25:36,70.38,36.1,42.23,
778,2022/06/16 01:35:36,70.30,36.1,42.16,
779,2022/06/16 01:45:36,70.25,36.2,42.18,
780,2022/06/16 01:55:36,70.20,36.2,42.14,
781,2022/06/16 02:05:36,70.15,36.2,42.09,
782,2022/06/16 02:15:36,70.10,36.3,42.13,
783,2022/06/16 02:25:36,70.10,36.3,42.13,
784,2022/06/16 02:35:36,70.05,36.3,42.08,
785,2022/06/16 02:45:36,70.03,36.4,42.14,
786,2022/06/16 02:55:36,70.00,36.4,42.11,
787,2022/06/16 03:05:36,70.05,36.4,42.15,
788,2022/06/16 03:15:36,70.20,36.4,42.28,
789,2022/06/16 03:25:36,70.35,36.3,42.35,
790,2022/06/16 03:35:36,70.51,36.2,42.41,
791,2022/06/16 03:45:36,70.63,36.2,42.52,
792,2022/06/16 03:55:36,70.73,36.2,42.62,
793,2022/06/16 04:05:36,70.78,36.1,42.58,
794,2022/06/16 04:15:36,70.78,36.1,42.58,
795,2022/06/16 04:25:36,70.84,36.1,42.64,
796,2022/06/16 04:35:36,70.87,36.0,42.58,
797,2022/06/16 04:45:36,70.94,36.0,42.65,
798,2022/06/16 04:55:36,70.94,36.0,42.65,
799,2022/06/16 05:05:36,70.94,36.0,42.65,
800,2022/06/16 05:15:36,70.99,35.9,42.62,
801,2022/06/16 05:25:36,70.99,35.9,42.62,
802,2022/06/16 05:35:36,71.04,35.8,42.60,
803,2022/06/16 05:45:36,70.91,35.8,42.48,
804,2022/06/16 05:55:36,70.63,35.9,42.30,
805,2022/06/16 06:05:36,70.43,35.9,42.13,
806,2022/06/16 06:15:36,70.25,36.1,42.11,
807,2022/06/16 06:25:36,70.10,36.1,41.99,
808,2022/06/16 06:35:36,69.90,36.1,41.81,
809,2022/06/16 06:45:36,69.90,36.2,41.88,
810,2022/06/16 06:55:36,70.00,36.2,41.96,
811,2022/06/16 07:05:36,70.20,36.1,42.07,
812,2022/06/16 07:15:36,70.40,36.0,42.17,
813,2022/06/16 07:25:36,70.56,35.9,42.24,
814,2022/06/16 07:35:36,70.63,35.9,42.30,
815,2022/06/16 07:45:36,70.73,35.8,42.33,
816,2022/06/16 07:55:36,70.81,35.7,42.32,
817,2022/06/16 08:05:36,70.71,35.7,42.24,
818,2022/06/16 08:15:36,70.48,35.8,42.10,
819,2022/06/16 08:25:36,70.30,35.8,41.95,
820,2022/06/16 08:35:36,70.10,35.9,41.84,
821,2022/06/16 08:45:36,69.97,36.0,41.79,
822,2022/06/16 08:55:36,69.90,36.1,41.81,
823,2022/06/16 09:05:36,69.87,36.1,41.78,
824,2022/06/16 09:15:36,70.03,36.0,41.85,
825,2022/06/16 09:25:36,70.18,36.0,41.98,
826,2022/06/16 09:35:36,70.35,35.9,42.06,
827,2022/06/16 09:45:36,70.48,35.8,42.10,
828,2022/06/16 09:55:36,70.58,35.7,42.11,
829,2022/06/16 10:05:36,70.66,35.6,42.12,
830,2022/06/16 10:15:36,70.66,35.6,42.12,
831,2022/06/16 10:25:36,70.51,35.6,41.97,
832,2022/06/16 10:35:36,70.33,35.7,41.89,
833,2022/06/16 10:45:36,70.10,35.8,41.77,
834,2022/06/16 10:55:36,69.95,35.8,41.63,
835,2022/06/16 11:05:36,69.79,35.9,41.55,
836,2022/06/16 11:15:36,69.72,35.9,41.51,
837,2022/06/16 11:25:36,69.77,35.9,41.54,
838,2022/06/16 11:35:36,69.95,35.9,41.70,
839,2022/06/16 11:45:36,70.10,35.8,41.77,
840,2022/06/16 11:55:36,70.33,35.7,41.89,
841,2022/06/16 12:05:36,70.46,35.6,41.94,
842,2022/06/16 12:15:36,70.56,35.6,42.02,
843,2022/06/16 12:25:36,70.48,35.5,41.89,
844,2022/06/16 12:35:36,70.30,35.6,41.80,
845,2022/06/16 12:45:36,70.13,35.6,41.64,
846,2022/06/16 12:55:36,69.97,35.7,41.57,
847,2022/06/16 13:05:36,69.79,35.8,41.48,
848,2022/06/16 13:15:36,69.69,35.9,41.48,
849,2022/06/16 13:25:36,69.59,35.9,41.38,
850,2022/06/16 13:35:36,69.56,36.0,41.44,
851,2022/06/16 13:45:36,69.67,36.0,41.53,
852,2022/06/16 13:55:36,69.82,35.9,41.59,
853,2022/06/16 14:05:36,70.15,35.8,41.80,
854,2022/06/16 14:15:36,70.58,35.7,42.11,
855,2022/06/16 14:25:36,70.94,35.5,42.28,
856,2022/06/16 14:35:36,71.22,35.5,42.54,
857,2022/06/16 14:45:36,71.29,35.4,42.53,
858,2022/06/16 14:55:36,71.27,35.4,42.51,
859,2022/06/16 15:05:36,71.27,35.4,42.51,
860,2022/06/16 15:15:36,71.35,35.4,42.58,
861,2022/06/16 15:25:36,71.42,35.5,42.71,
862,2022/06/16 15:35:36,71.47,35.5,42.76,
863,2022/06/16 15:45:36,71.50,35.5,42.77,
864,2022/06/16 15:55:36,71.52,35.5,42.81,
865,2022/06/16 16:05:36,71.52,35.5,42.81,
866,2022/06/16 16:15:36,71.52,35.6,42.88,
867,2022/06/16 16:25:36,71.50,35.6,42.85,
868,2022/06/16 16:35:36,71.47,35.7,42.91,
869,2022/06/16 16:45:36,71.47,35.6,42.83,
870,2022/06/16 16:55:36,71.47,35.7,42.91,
871,2022/06/16 17:05:36,71.37,35.8,42.88,
872,2022/06/16 17:15:36,71.27,35.9,42.88,
873,2022/06/16 17:25:36,71.22,36.0,42.90,
874,2022/06/16 17:35:36,71.12,36.1,42.88,
875,2022/06/16 17:45:36,71.04,36.2,42.89,
876,2022/06/16 17:55:36,70.94,36.3,42.86,
877,2022/06/16 18:05:36,70.89,36.3,42.83,
878,2022/06/16 18:15:36,71.02,36.4,43.01,
879,2022/06/16 18:25:36,71.12,36.3,43.02,
880,2022/06/16 18:35:36,71.27,36.3,43.17,
881,2022/06/16 18:45:36,71.35,36.3,43.23,
882,2022/06/16 18:55:36,71.42,36.2,43.22,
883,2022/06/16 19:05:36,71.47,36.3,43.34,
884,2022/06/16 19:15:36,71.52,36.3,43.39,
885,2022/06/16 19:25:36,71.60,36.3,43.45,
886,2022/06/16 19:35:36,71.57,36.3,43.42,
887,2022/06/16 19:45:36,71.35,36.4,43.30,
888,2022/06/16 19:55:36,71.17,36.5,43.21,
889,2022/06/16 20:05:36,70.94,36.8,43.22,
890,2022/06/16 20:15:36,70.78,36.9,43.15,
891,2022/06/16 20:25:36,70.63,37.0,43.09,
892,2022/06/16 20:35:36,70.51,37.2,43.12,
893,2022/06/16 20:45:36,70.43,37.3,43.12,
894,2022/06/16 20:55:36,70.35,37.3,43.06,
895,2022/06/16 21:05:36,70.38,37.5,43.22,
896,2022/06/16 21:15:36,70.51,37.5,43.33,
897,2022/06/16 21:25:36,70.61,37.5,43.42,
898,2022/06/16 21:35:36,70.78,37.5,43.57,
899,2022/06/16 21:45:36,70.94,37.5,43.71,
900,2022/06/16 21:55:36,71.07,37.5,43.84,
901,2022/06/16 22:05:36,71.17,37.4,43.85,
902,2022/06/16 22:15:36,71.19,37.3,43.80,
903,2022/06/16 22:25:36,71.29,37.4,43.96,
904,2022/06/16 22:35:36,71.35,37.4,44.01,
905,2022/06/16 22:45:36,71.39,37.4,44.04,
906,2022/06/16 22:55:36,71.45,37.4,44.11,
907,2022/06/16 23:05:36,71.47,37.4,44.12,
908,2022/06/16 23:15:36,71.47,37.6,44.26,
909,2022/06/16 23:25:36,71.32,37.7,44.19,
910,2022/06/16 23:35:36,71.12,37.9,44.15,
911,2022/06/16 23:45:36,70.87,38.2,44.13,
912,2022/06/16 23:55:36,70.71,38.4,44.14,
913,2022/06/17 00:05:36,70.43,38.6,44.02,
914,2022/06/17 00:15:36,70.28,38.7,43.96,
915,2022/06/17 00:25:36,70.15,38.9,43.97,
916,2022/06/17 00:35:36,70.25,38.9,44.06,
917,2022/06/17 00:45:36,70.46,39.1,44.39,
918,2022/06/17 00:55:36,70.58,39.1,44.49,
919,2022/06/17 01:05:36,70.66,39.1,44.57,
920,2022/06/17 01:15:36,70.73,39.1,44.63,
921,2022/06/17 01:25:36,70.76,39.1,44.65,
922,2022/06/17 01:35:36,70.84,39.1,44.73,
923,2022/06/17 01:45:36,70.91,39.5,45.06,
924,2022/06/17 01:55:36,70.97,39.7,45.24,
925,2022/06/17 02:05:36,70.97,39.7,45.24,
926,2022/06/17 02:15:36,70.94,39.7,45.21,
927,2022/06/17 02:25:36,70.94,39.7,45.21,
928,2022/06/17 02:35:36,70.87,39.9,45.28,
929,2022/06/17 02:45:36,70.84,39.9,45.26,
930,2022/06/17 02:55:36,70.76,39.9,45.18,
931,2022/06/17 03:05:36,70.71,39.9,45.15,
932,2022/06/17 03:15:36,70.71,39.9,45.15,
933,2022/06/17 03:25:36,71.17,39.7,45.42,
934,2022/06/17 03:35:36,71.76,39.4,45.75,
935,2022/06/17 03:45:36,72.11,39.2,45.92,
936,2022/06/17 03:55:36,72.47,39.0,46.11,
937,2022/06/17 04:05:36,72.72,38.8,46.20,
938,2022/06/17 04:15:36,73.03,38.7,46.40,
939,2022/06/17 04:25:36,73.18,38.7,46.55,
940,2022/06/17 04:35:36,72.98,38.7,46.37,
941,2022/06/17 04:45:36,72.75,38.8,46.23,
942,2022/06/17 04:55:36,72.31,39.0,45.96,
943,2022/06/17 05:05:36,71.67,39.3,45.60,
944,2022/06/17 05:15:36,71.07,39.6,45.27,
